coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,0.0,-37,-37.50292397660819,Personal
0.0,0.0,-37,-37.5,Personal
0.0,0.0,-37,-37.49710982658959,Personal
0.0,0.0,-37,-37.49425287356322,Personal
0.0,0.0,-37,-37.49142857142857,Personal
0.0,0.0,-37,-37.48863636363637,Personal
0.0,0.0,-37,-37.48587570621469,Personal
0.0,0.0,-36,-37.47752808988764,Personal
0.0,0.0,-37,-37.47486033519553,Personal
0.0,0.0,-36,-37.46666666666667,Personal
0.0,0.0,-37,-37.46408839779006,Personal
0.0,0.0,-36,-37.456043956043956,Personal
0.0,0.0,-36,-37.44808743169399,Personal
0.0,0.0,-37,-37.44565217391305,Personal
0.0,0.0,-37,-37.443243243243245,Personal
0.0,0.0,-38,-37.446236559139784,Personal
0.0,0.0,-37,-37.44385026737968,Personal
0.0,0.0,-37,-37.441489361702125,Personal
0.0,0.0,-37,-37.439153439153436,Personal
0.0,0.0,-37,-37.43684210526316,Personal
0.0,0.0,-38,-37.43979057591623,Personal
0.0,0.0,-37,-37.4375,Personal
0.0,0.0,-37,-37.43523316062176,Personal
0.0,0.0,-37,-37.43298969072165,Personal
0.0,0.0,-38,-37.43589743589744,Personal
0.0,0.0,-38,-37.43877551020408,Personal
0.0,0.0,-38,-37.441624365482234,Personal
0.0,0.0,-38,-37.44444444444444,Personal
0.0,0.0,-38,-37.447236180904525,Personal
0.0,0.0,-38,-37.45,Personal
0.0,0.0,-38,-37.45273631840796,Personal
0.0,0.0,-38,-37.45544554455446,Personal
0.0,0.0,-38,-37.45812807881774,Personal
0.0,0.0,-38,-37.46078431372549,Personal
0.0,0.0,-38,-37.46341463414634,Personal
0.0,0.0,-38,-37.46601941747573,Personal
0.0,0.0,-38,-37.468599033816425,Personal
0.0,0.0,-38,-37.47115384615385,Personal
0.0,0.0,-38,-37.473684210526315,Personal
0.0,0.0,-38,-37.476190476190474,Personal
0.0,0.0,-38,-37.47867298578199,Personal
0.0,0.0,-38,-37.4811320754717,Personal
0.0,0.0,-38,-37.48356807511737,Personal
0.0,0.0,-38,-37.48598130841121,Personal
0.0,0.0,-38,-37.48837209302326,Personal
0.0,0.0,-38,-37.49074074074074,Personal
0.0,0.0,-38,-37.49308755760369,Personal
0.0,0.0,-38,-37.4954128440367,Personal
0.0,0.0,-38,-37.49771689497717,Personal
0.0,0.0,-38,-37.5,Personal
0.0,0.0,-37,-37.497737556561084,Personal
0.0,0.0,-37,-37.4954954954955,Personal
0.0,0.0,-37,-37.493273542600896,Personal
0.0,0.0,-37,-37.49107142857143,Personal
0.0,0.0,-37,-37.48888888888889,Personal
0.0,0.0,-38,-37.491150442477874,Personal
0.0,0.0,-38,-37.49339207048458,Personal
0.0,0.0,-38,-37.49561403508772,Personal
0.0,0.0,-38,-37.49781659388646,Personal
0.0,0.0,-38,-37.5,Personal
0.0,0.0,-38,-37.502164502164504,Personal
0.0,0.0,-38,-37.50431034482759,Personal
0.0,0.0,-38,-37.506437768240346,Personal
0.0,0.0,-38,-37.50854700854701,Personal
0.0,0.0,-38,-37.51063829787234,Personal
0.0,0.0,-38,-37.51271186440678,Personal
0.0,0.0,-38,-37.51476793248945,Personal
0.0,0.0,-38,-37.516806722689076,Personal
0.0,0.0,-38,-37.51882845188285,Personal
0.0,0.0,-38,-37.520833333333336,Personal
0.0,0.0,-38,-37.522821576763484,Personal
0.0,0.0,-38,-37.52479338842975,Personal
0.0,0.0,-38,-37.52674897119341,Personal
0.0,0.0,-39,-37.532786885245905,Personal
0.0,0.0,-38,-37.53469387755102,Personal
0.0,0.0,-38,-37.53658536585366,Personal
0.0,0.0,-38,-37.53846153846154,Personal
0.0,0.0,-38,-37.54032258064516,Personal
0.0,0.0,-38,-37.54216867469879,Personal
0.0,0.0,-38,-37.544,Personal
0.0,0.0,-38,-37.54581673306773,Personal
0.0,0.0,-38,-37.54761904761905,Personal
0.0,0.0,-38,-37.54940711462451,Personal
0.0,0.0,-38,-37.55118110236221,Personal
0.0,0.0,-38,-37.55294117647059,Personal
0.0,0.0,-38,-37.5546875,Personal
0.0,0.0,-37,-37.552529182879375,Personal
0.0,0.0,-37,-37.55038759689923,Personal
0.0,0.0,-37,-37.54826254826255,Personal
0.0,0.0,-37,-37.54615384615385,Personal
0.0,0.0,-37,-37.54406130268199,Personal
0.0,0.0,-37,-37.541984732824424,Personal
0.0,0.0,-37,-37.539923954372625,Personal
0.0,0.0,-37,-37.53787878787879,Personal
0.0,0.0,-37,-37.53584905660377,Personal
0.0,0.0,-37,-37.53383458646616,Personal
0.0,0.0,-37,-37.53183520599251,Personal
0.0,0.0,-37,-37.52985074626866,Personal
0.0,0.0,-37,-37.52788104089219,Personal
0.0,0.0,-38,-37.52962962962963,Personal
0.0,0.0,-37,-37.52767527675277,Personal
0.0,0.0,-37,-37.525735294117645,Personal
0.0,0.0,-37,-37.523809523809526,Personal
0.0,0.0,-37,-37.52189781021898,Personal
0.0,0.0,-37,-37.52,Personal
0.0,0.0,-37,-37.518115942028984,Personal
0.0,0.0,-37,-37.51624548736462,Personal
0.0,0.0,-37,-37.514388489208635,Personal
0.0,0.0,-37,-37.51254480286738,Personal
0.0,0.0,-37,-37.510714285714286,Personal
0.0,0.0,-37,-37.50889679715303,Personal
0.0,0.0,-37,-37.50709219858156,Personal
0.0,0.0,-38,-37.50883392226148,Personal
0.0,0.0,-38,-37.51056338028169,Personal
0.0,0.0,-38,-37.512280701754385,Personal
0.0,0.0,-38,-37.51398601398601,Personal
0.0,0.0,-38,-37.51567944250871,Personal
0.0,0.0,-38,-37.517361111111114,Personal
0.0,0.0,-37,-37.515570934256054,Personal
0.0,0.0,-37,-37.51379310344828,Personal
0.0,0.0,-38,-37.51546391752577,Personal
0.0,0.0,-38,-37.51712328767123,Personal
0.0,0.0,-37,-37.515358361774744,Personal
0.0,0.0,-38,-37.51700680272109,Personal
0.0,0.0,-38,-37.51864406779661,Personal
0.0,0.0,-38,-37.520270270270274,Personal
0.0,0.0,-37,-37.51851851851852,Personal
0.0,0.0,-38,-37.52013422818792,Personal
0.0,0.0,-38,-37.52173913043478,Personal
0.0,0.0,-37,-37.52,Personal
0.0,0.0,-38,-37.521594684385384,Personal
0.0,0.0,-38,-37.52317880794702,Personal
0.0,0.0,-38,-37.524752475247524,Personal
0.0,0.0,-38,-37.526315789473685,Personal
0.0,0.0,-38,-37.527868852459015,Personal
0.0,0.0,-38,-37.529411764705884,Personal
0.0,0.0,-38,-37.530944625407166,Personal
0.0,0.0,-38,-37.532467532467535,Personal
0.0,0.0,-38,-37.53398058252427,Personal
0.0,0.0,-39,-37.538709677419355,Personal
0.0,0.0,-38,-37.540192926045016,Personal
0.0,0.0,-39,-37.544871794871796,Personal
0.0,0.0,-38,-37.546325878594246,Personal
0.0,0.0,-39,-37.55095541401274,Personal
0.0,0.0,-38,-37.55238095238095,Personal
0.0,0.5,-67,-67.0,Personal
0.0,0.5,-67,-67.0,Personal
0.0,0.5,-67,-67.0,Personal
0.0,0.5,-67,-67.0,Personal
0.0,0.5,-66,-66.8,Personal
0.0,0.5,-66,-66.66666666666667,Personal
0.0,0.5,-66,-66.57142857142857,Personal
0.0,0.5,-66,-66.5,Personal
0.0,0.5,-66,-66.44444444444444,Personal
0.0,0.5,-66,-66.4,Personal
0.0,0.5,-66,-66.36363636363636,Personal
0.0,0.5,-66,-66.33333333333333,Personal
0.0,0.5,-66,-66.3076923076923,Personal
0.0,0.5,-66,-66.28571428571429,Personal
0.0,0.5,-66,-66.26666666666667,Personal
0.0,0.5,-66,-66.25,Personal
0.0,0.5,-66,-66.23529411764706,Personal
0.0,0.5,-66,-66.22222222222223,Personal
0.0,0.5,-66,-66.21052631578948,Personal
0.0,0.5,-66,-66.2,Personal
0.0,0.5,-66,-66.19047619047619,Personal
0.0,0.5,-66,-66.18181818181819,Personal
0.0,0.5,-66,-66.17391304347827,Personal
0.0,0.5,-66,-66.16666666666667,Personal
0.0,0.5,-66,-66.16,Personal
0.0,0.5,-66,-66.15384615384616,Personal
0.0,0.5,-66,-66.14814814814815,Personal
0.0,0.5,-66,-66.14285714285714,Personal
0.0,0.5,-66,-66.13793103448276,Personal
0.0,0.5,-66,-66.13333333333334,Personal
0.0,0.5,-66,-66.12903225806451,Personal
0.0,0.5,-66,-66.125,Personal
0.0,0.5,-65,-66.0909090909091,Personal
0.0,0.5,-65,-66.05882352941177,Personal
0.0,0.5,-65,-66.02857142857142,Personal
0.0,0.5,-65,-66.0,Personal
0.0,0.5,-65,-65.97297297297297,Personal
0.0,0.5,-65,-65.94736842105263,Personal
0.0,0.5,-65,-65.92307692307692,Personal
0.0,0.5,-65,-65.9,Personal
0.0,0.5,-65,-65.8780487804878,Personal
0.0,0.5,-65,-65.85714285714286,Personal
0.0,0.5,-65,-65.83720930232558,Personal
0.0,0.5,-65,-65.81818181818181,Personal
0.0,0.5,-65,-65.8,Personal
0.0,0.5,-65,-65.78260869565217,Personal
0.0,0.5,-65,-65.76595744680851,Personal
0.0,0.5,-65,-65.75,Personal
0.0,0.5,-65,-65.73469387755102,Personal
0.0,0.5,-65,-65.72,Personal
0.0,0.5,-65,-65.70588235294117,Personal
0.0,0.5,-65,-65.6923076923077,Personal
0.0,0.5,-65,-65.67924528301887,Personal
0.0,0.5,-65,-65.66666666666667,Personal
0.0,0.5,-65,-65.65454545454546,Personal
0.0,0.5,-65,-65.64285714285714,Personal
0.0,0.5,-65,-65.63157894736842,Personal
0.0,0.5,-65,-65.62068965517241,Personal
0.0,0.5,-65,-65.61016949152543,Personal
0.0,0.5,-65,-65.6,Personal
0.0,0.5,-65,-65.59016393442623,Personal
0.0,0.5,-65,-65.58064516129032,Personal
0.0,0.5,-65,-65.57142857142857,Personal
0.0,0.5,-65,-65.5625,Personal
0.0,0.5,-65,-65.55384615384615,Personal
0.0,0.5,-65,-65.54545454545455,Personal
0.0,0.5,-65,-65.53731343283582,Personal
0.0,0.5,-65,-65.52941176470588,Personal
0.0,0.5,-65,-65.52173913043478,Personal
0.0,0.5,-65,-65.51428571428572,Personal
0.0,0.5,-65,-65.50704225352112,Personal
0.0,0.5,-65,-65.5,Personal
0.0,0.5,-65,-65.4931506849315,Personal
0.0,0.5,-65,-65.48648648648648,Personal
0.0,0.5,-65,-65.48,Personal
0.0,0.5,-65,-65.47368421052632,Personal
0.0,0.5,-65,-65.46753246753246,Personal
0.0,0.5,-65,-65.46153846153847,Personal
0.0,0.5,-65,-65.45569620253164,Personal
0.0,0.5,-65,-65.45,Personal
0.0,0.5,-65,-65.44444444444444,Personal
0.0,0.5,-65,-65.4390243902439,Personal
0.0,0.5,-65,-65.43373493975903,Personal
0.0,0.5,-65,-65.42857142857143,Personal
0.0,0.5,-65,-65.4235294117647,Personal
0.0,0.5,-65,-65.4186046511628,Personal
0.0,0.5,-65,-65.41379310344827,Personal
0.0,0.5,-65,-65.4090909090909,Personal
0.0,0.5,-65,-65.40449438202248,Personal
0.0,0.5,-65,-65.4,Personal
0.0,0.5,-65,-65.3956043956044,Personal
0.0,0.5,-65,-65.3913043478261,Personal
0.0,0.5,-65,-65.38709677419355,Personal
0.0,0.5,-65,-65.38297872340425,Personal
0.0,0.5,-65,-65.37894736842105,Personal
0.0,0.5,-65,-65.375,Personal
0.0,0.5,-65,-65.37113402061856,Personal
0.0,0.5,-65,-65.36734693877551,Personal
0.0,0.5,-65,-65.36363636363636,Personal
0.0,0.5,-65,-65.36,Personal
0.0,0.5,-65,-65.35643564356435,Personal
0.0,0.5,-65,-65.3529411764706,Personal
0.0,0.5,-65,-65.3495145631068,Personal
0.0,0.5,-65,-65.34615384615384,Personal
0.0,0.5,-65,-65.34285714285714,Personal
0.0,0.5,-65,-65.33962264150944,Personal
0.0,0.5,-65,-65.33644859813084,Personal
0.0,0.5,-65,-65.33333333333333,Personal
0.0,0.5,-65,-65.3302752293578,Personal
0.0,0.5,-65,-65.32727272727273,Personal
0.0,0.5,-65,-65.32432432432432,Personal
0.0,0.5,-65,-65.32142857142857,Personal
0.0,0.5,-62,-65.29203539823008,Personal
0.0,0.5,-62,-65.26315789473684,Personal
0.0,0.5,-62,-65.23478260869565,Personal
0.0,0.5,-62,-65.20689655172414,Personal
0.0,0.5,-62,-65.17948717948718,Personal
0.0,0.5,-62,-65.15254237288136,Personal
0.0,0.5,-62,-65.12605042016807,Personal
0.0,0.5,-62,-65.1,Personal
0.0,0.5,-62,-65.07438016528926,Personal
0.0,0.5,-62,-65.04918032786885,Personal
0.0,0.5,-62,-65.02439024390245,Personal
0.0,0.5,-62,-65.0,Personal
0.0,0.5,-62,-64.976,Personal
0.0,0.5,-62,-64.95238095238095,Personal
0.0,0.5,-62,-64.92913385826772,Personal
0.0,0.5,-62,-64.90625,Personal
0.0,0.5,-61,-64.87596899224806,Personal
0.0,0.5,-61,-64.84615384615384,Personal
0.0,0.5,-61,-64.81679389312977,Personal
0.0,0.5,-61,-64.78787878787878,Personal
0.0,0.5,-62,-64.76691729323308,Personal
0.0,0.5,-62,-64.74626865671642,Personal
0.0,0.5,-62,-64.72592592592592,Personal
0.0,0.5,-62,-64.70588235294117,Personal
0.0,0.5,-61,-64.67883211678833,Personal
0.0,0.5,-61,-64.65217391304348,Personal
0.0,0.5,-61,-64.62589928057554,Personal
0.0,0.5,-61,-64.6,Personal
0.0,0.5,-61,-64.57446808510639,Personal
0.0,0.5,-61,-64.54929577464789,Personal
0.0,0.5,-61,-64.52447552447552,Personal
0.0,0.5,-61,-64.5,Personal
0.0,0.5,-61,-64.47586206896551,Personal
0.0,0.5,-61,-64.45205479452055,Personal
0.0,0.5,-61,-64.42857142857143,Personal
0.0,0.5,-61,-64.4054054054054,Personal
0.0,0.5,-61,-64.38255033557047,Personal
0.0,0.5,-61,-64.36,Personal
0.0,0.5,-61,-64.33774834437087,Personal
0.0,0.5,-61,-64.3157894736842,Personal
0.0,0.5,-61,-64.29411764705883,Personal
0.0,0.5,-61,-64.27272727272727,Personal
0.0,0.5,-61,-64.2516129032258,Personal
0.0,0.5,-61,-64.23076923076923,Personal
0.0,0.5,-61,-64.21019108280255,Personal
0.0,0.5,-61,-64.18987341772151,Personal
0.0,0.5,-61,-64.16981132075472,Personal
0.0,0.5,-61,-64.15,Personal
0.0,0.5,-61,-64.1304347826087,Personal
0.0,0.5,-61,-64.11111111111111,Personal
0.0,0.5,-61,-64.0920245398773,Personal
0.0,0.5,-61,-64.07317073170732,Personal
0.0,0.5,-61,-64.05454545454545,Personal
0.0,0.5,-61,-64.03614457831326,Personal
0.0,0.5,-61,-64.01796407185628,Personal
0.0,0.5,-61,-64.0,Personal
0.0,0.5,-60,-63.976331360946745,Personal
0.0,0.5,-60,-63.95294117647059,Personal
0.0,0.5,-60,-63.92982456140351,Personal
0.0,0.5,-60,-63.906976744186046,Personal
0.0,0.5,-60,-63.884393063583815,Personal
0.0,0.5,-60,-63.86206896551724,Personal
0.0,0.5,-60,-63.84,Personal
0.0,0.5,-60,-63.81818181818182,Personal
0.0,0.5,-60,-63.79661016949152,Personal
0.0,0.5,-60,-63.7752808988764,Personal
0.0,0.5,-60,-63.754189944134076,Personal
0.0,0.5,-60,-63.733333333333334,Personal
0.0,0.5,-61,-63.71823204419889,Personal
0.0,0.5,-61,-63.7032967032967,Personal
0.0,0.5,-61,-63.68852459016394,Personal
0.0,0.5,-61,-63.67391304347826,Personal
0.0,0.5,-60,-63.65405405405406,Personal
0.0,0.5,-60,-63.634408602150536,Personal
0.0,0.5,-60,-63.61497326203209,Personal
0.0,0.5,-60,-63.59574468085106,Personal
0.0,0.5,-60,-63.576719576719576,Personal
0.0,0.5,-60,-63.55789473684211,Personal
0.0,0.5,-60,-63.539267015706805,Personal
0.0,0.5,-60,-63.520833333333336,Personal
0.0,0.5,-61,-63.50777202072539,Personal
0.0,0.5,-61,-63.49484536082474,Personal
0.0,0.5,-61,-63.48205128205128,Personal
0.0,0.5,-61,-63.46938775510204,Personal
0.0,0.5,-62,-63.46192893401015,Personal
0.0,0.5,-62,-63.45454545454545,Personal
0.0,0.5,-62,-63.447236180904525,Personal
0.0,0.5,-62,-63.44,Personal
0.0,0.5,-66,-63.45273631840796,Personal
0.0,0.5,-66,-63.46534653465346,Personal
0.0,0.5,-66,-63.477832512315274,Personal
0.0,0.5,-66,-63.490196078431374,Personal
0.0,0.5,-66,-63.50243902439024,Personal
0.0,0.5,-66,-63.51456310679612,Personal
0.0,0.5,-66,-63.52657004830918,Personal
0.0,0.5,-66,-63.53846153846154,Personal
0.0,0.5,-67,-63.55502392344498,Personal
0.0,0.5,-67,-63.57142857142857,Personal
0.0,0.5,-67,-63.58767772511848,Personal
0.0,0.5,-67,-63.60377358490566,Personal
0.0,0.5,-68,-63.624413145539904,Personal
0.0,0.5,-68,-63.64485981308411,Personal
0.0,0.5,-68,-63.665116279069764,Personal
0.0,0.5,-68,-63.68518518518518,Personal
0.0,0.5,-66,-63.69585253456221,Personal
0.0,0.5,-66,-63.706422018348626,Personal
0.0,0.5,-66,-63.71689497716895,Personal
0.0,0.5,-66,-63.72727272727273,Personal
0.0,0.5,-65,-63.73303167420814,Personal
0.0,0.5,-65,-63.73873873873874,Personal
0.0,0.5,-65,-63.74439461883408,Personal
0.0,0.5,-65,-63.75,Personal
0.0,0.5,-64,-63.75111111111111,Personal
0.0,0.5,-64,-63.75221238938053,Personal
0.0,0.5,-64,-63.75330396475771,Personal
0.0,0.5,-64,-63.75438596491228,Personal
0.0,0.5,-63,-63.751091703056765,Personal
0.0,0.5,-63,-63.74782608695652,Personal
0.0,0.5,-63,-63.74458874458875,Personal
0.0,0.5,-63,-63.741379310344826,Personal
0.0,0.5,-64,-63.742489270386265,Personal
0.0,0.5,-64,-63.743589743589745,Personal
0.0,0.5,-64,-63.744680851063826,Personal
0.0,0.5,-64,-63.74576271186441,Personal
0.0,0.5,-63,-63.742616033755276,Personal
0.0,0.5,-63,-63.739495798319325,Personal
0.0,0.5,-63,-63.73640167364017,Personal
0.0,0.5,-63,-63.733333333333334,Personal
0.0,0.5,-63,-63.73029045643153,Personal
0.0,0.5,-63,-63.72727272727273,Personal
0.0,0.5,-63,-63.724279835390945,Personal
0.0,0.5,-63,-63.721311475409834,Personal
0.0,0.5,-64,-63.72244897959184,Personal
0.0,0.5,-64,-63.72357723577236,Personal
0.0,0.5,-64,-63.7246963562753,Personal
0.0,0.5,-64,-63.725806451612904,Personal
0.0,0.5,-63,-63.72289156626506,Personal
0.0,0.5,-63,-63.72,Personal
0.0,0.5,-63,-63.71713147410359,Personal
0.0,0.5,-63,-63.714285714285715,Personal
0.0,0.5,-63,-63.71146245059288,Personal
0.0,0.5,-63,-63.70866141732284,Personal
0.0,0.5,-63,-63.705882352941174,Personal
0.0,0.5,-63,-63.703125,Personal
0.0,0.5,-64,-63.704280155642024,Personal
0.0,0.5,-64,-63.70542635658915,Personal
0.0,0.5,-64,-63.706563706563706,Personal
0.0,0.5,-64,-63.707692307692305,Personal
0.0,0.5,-63,-63.70498084291188,Personal
0.0,0.5,-63,-63.70229007633588,Personal
0.0,0.5,-63,-63.69961977186312,Personal
0.0,0.5,-63,-63.696969696969695,Personal
0.0,0.5,-65,-63.70188679245283,Personal
0.0,0.5,-65,-63.70676691729323,Personal
0.0,0.5,-65,-63.71161048689139,Personal
0.0,0.5,-65,-63.71641791044776,Personal
0.0,0.5,-63,-63.71375464684015,Personal
0.0,0.5,-63,-63.71111111111111,Personal
0.0,0.5,-63,-63.708487084870846,Personal
0.0,0.5,-63,-63.705882352941174,Personal
0.0,0.5,-66,-63.714285714285715,Personal
0.0,0.5,-66,-63.722627737226276,Personal
0.0,0.5,-66,-63.730909090909094,Personal
0.0,0.5,-66,-63.73913043478261,Personal
0.0,0.5,-69,-63.75812274368231,Personal
