,coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
401,0.0,0.5,-50,-51.666666666666664,personal_space
402,0.0,0.5,-54,-51.714285714285715,personal_space
403,0.0,0.5,-55,-51.904761904761905,personal_space
404,0.0,0.5,-52,-52.0,personal_space
405,0.0,0.5,-51,-51.95454545454545,personal_space
406,0.0,0.5,-54,-51.90909090909091,personal_space
407,0.0,0.5,-54,-52.0,personal_space
408,0.0,0.5,-54,-52.17391304347826,personal_space
409,0.0,0.5,-51,-52.04347826086956,personal_space
410,0.0,0.5,-51,-51.95454545454545,personal_space
411,0.0,0.5,-52,-51.95,personal_space
412,0.0,0.5,-52,-52.05,personal_space
413,0.0,0.5,-51,-52.1,personal_space
414,0.0,0.5,-50,-51.89473684210526,personal_space
415,0.0,0.5,-54,-52.111111111111114,personal_space
416,0.0,0.5,-52,-52.22222222222222,personal_space
417,0.0,0.5,-54,-52.333333333333336,personal_space
418,0.0,0.5,-51,-52.333333333333336,personal_space
419,0.0,0.5,-50,-52.333333333333336,personal_space
420,0.0,0.5,-50,-52.21052631578947,personal_space
421,0.0,0.5,-51,-52.05263157894737,personal_space
422,0.0,0.5,-51,-52.0,personal_space
423,0.0,0.5,-50,-51.75,personal_space
424,0.0,0.5,-52,-51.75,personal_space
425,0.0,0.5,-51,-51.75,personal_space
426,0.0,0.5,-51,-51.714285714285715,personal_space
427,0.0,0.5,-51,-51.57142857142857,personal_space
428,0.0,0.5,-50,-51.25,personal_space
429,0.0,0.5,-52,-51.3,personal_space
430,0.0,0.5,-54,-51.42857142857143,personal_space
431,0.0,0.5,-50,-51.38095238095238,personal_space
432,0.0,0.5,-55,-51.54545454545455,personal_space
433,0.0,0.5,-55,-51.69565217391305,personal_space
434,0.0,0.5,-55,-51.857142857142854,personal_space
435,0.0,0.5,-51,-51.81818181818182,personal_space
436,0.0,0.5,-55,-51.95652173913044,personal_space
437,0.0,0.5,-50,-51.95652173913044,personal_space
438,0.0,0.5,-54,-52.041666666666664,personal_space
439,0.0,0.5,-51,-51.81818181818182,personal_space
440,0.0,0.5,-51,-51.81818181818182,personal_space
441,0.0,0.5,-51,-51.78260869565217,personal_space
442,0.0,0.5,-50,-51.95,personal_space
443,0.0,0.5,-52,-52.05263157894737,personal_space
444,0.0,0.5,-51,-52.1764705882353,personal_space
445,0.0,0.5,-50,-52.06666666666667,personal_space
446,0.0,0.5,-52,-52.2,personal_space
447,0.0,0.5,-52,-52.1875,personal_space
448,0.0,0.5,-54,-52.294117647058826,personal_space
449,0.0,0.5,-51,-51.875,personal_space
450,0.0,0.5,-50,-51.76470588235294,personal_space
451,0.0,0.5,-51,-51.42857142857143,personal_space
452,0.0,0.5,-52,-51.30769230769231,personal_space
453,0.0,0.5,-51,-51.285714285714285,personal_space
454,0.0,0.5,-54,-51.5,personal_space
455,0.0,0.5,-54,-51.714285714285715,personal_space
456,0.0,0.5,-52,-51.733333333333334,personal_space
457,0.0,0.5,-54,-51.875,personal_space
458,0.0,0.5,-52,-51.88235294117647,personal_space
459,0.0,0.5,-54,-52.11764705882353,personal_space
460,0.0,0.5,-54,-52.22222222222222,personal_space
461,0.0,0.5,-50,-52.111111111111114,personal_space
462,0.0,0.5,-54,-52.21052631578947,personal_space
463,0.0,0.5,-54,-52.3,personal_space
464,0.0,0.5,-51,-52.3,personal_space
465,0.0,0.5,-50,-52.3,personal_space
466,0.0,0.5,-51,-52.26315789473684,personal_space
467,0.0,0.5,-51,-52.10526315789474,personal_space
468,0.0,0.5,-54,-52.2,personal_space
469,0.0,0.5,-51,-52.2,personal_space
470,0.0,0.5,-51,-52.25,personal_space
471,0.0,0.5,-50,-52.142857142857146,personal_space
472,0.0,0.5,-54,-52.22727272727273,personal_space
473,0.0,0.5,-50,-52.18181818181818,personal_space
474,0.0,0.5,-54,-52.27272727272727,personal_space
475,0.0,0.5,-50,-52.22727272727273,personal_space
476,0.0,0.5,-54,-52.22727272727273,personal_space
477,0.0,0.5,-50,-52.04761904761905,personal_space
478,0.0,0.5,-50,-51.85,personal_space
479,0.0,0.5,-50,-51.65,personal_space
480,0.0,0.5,-51,-51.61904761904762,personal_space
481,0.0,0.5,-54,-51.7,personal_space
482,0.0,0.5,-51,-51.55,personal_space
483,0.0,0.5,-54,-51.666666666666664,personal_space
484,0.0,0.5,-54,-51.7,personal_space
485,0.0,0.5,-50,-51.61904761904762,personal_space
486,0.0,0.5,-54,-51.72727272727273,personal_space
487,0.0,0.5,-50,-51.72727272727273,personal_space
488,0.0,0.5,-54,-51.82608695652174,personal_space
489,0.0,0.5,-54,-51.95,personal_space
490,0.0,0.5,-50,-51.857142857142854,personal_space
491,0.0,0.5,-50,-51.77272727272727,personal_space
492,0.0,0.5,-54,-51.869565217391305,personal_space
493,0.0,0.5,-54,-52.0,personal_space
494,0.0,1.0,-59,-59.0,personal_space
495,0.0,1.0,-57,-58.0,personal_space
496,0.0,1.0,-59,-58.333333333333336,personal_space
497,0.0,1.0,-58,-58.25,personal_space
498,0.0,1.0,-59,-58.4,personal_space
499,0.0,1.0,-60,-58.666666666666664,personal_space
500,0.0,1.0,-76,-61.142857142857146,personal_space
501,0.0,1.0,-59,-60.875,personal_space
502,0.0,1.0,-60,-60.77777777777778,personal_space
503,0.0,1.0,-75,-62.2,personal_space
504,0.0,1.0,-60,-62.0,personal_space
505,0.0,1.0,-60,-61.833333333333336,personal_space
506,0.0,1.0,-60,-61.69230769230769,personal_space
507,0.0,1.0,-65,-61.92857142857143,personal_space
508,0.0,1.0,-59,-61.733333333333334,personal_space
509,0.0,1.0,-62,-61.75,personal_space
510,0.0,1.0,-58,-61.529411764705884,personal_space
511,0.0,1.0,-60,-61.44444444444444,personal_space
512,0.0,1.0,-59,-61.31578947368421,personal_space
513,0.0,1.0,-62,-61.35,personal_space
514,0.0,1.0,-60,-61.285714285714285,personal_space
515,0.0,1.0,-60,-61.22727272727273,personal_space
516,0.0,1.0,-60,-61.17391304347826,personal_space
517,0.0,1.0,-59,-61.083333333333336,personal_space
518,0.0,1.0,-59,-61.0,personal_space
519,0.0,1.0,-67,-61.608695652173914,personal_space
520,0.0,1.0,-74,-62.45454545454545,personal_space
521,0.0,1.0,-60,-62.45454545454545,personal_space
522,0.0,1.0,-61,-61.77272727272727,personal_space
523,0.0,1.0,-61,-61.86363636363637,personal_space
524,0.0,1.0,-60,-61.86363636363637,personal_space
525,0.0,1.0,-60,-61.78260869565217,personal_space
526,0.0,1.0,-59,-61.08695652173913,personal_space
527,0.0,1.0,-62,-61.17391304347826,personal_space
528,0.0,1.0,-58,-61.041666666666664,personal_space
529,0.0,1.0,-60,-61.041666666666664,personal_space
530,0.0,1.0,-57,-60.916666666666664,personal_space
531,0.0,1.0,-71,-61.166666666666664,personal_space
532,0.0,1.0,-60,-61.208333333333336,personal_space
533,0.0,1.0,-66,-61.375,personal_space
534,0.0,1.0,-59,-61.416666666666664,personal_space
535,0.0,1.0,-59,-61.32,personal_space
536,0.0,1.0,-58,-61.19230769230769,personal_space
537,0.0,1.0,-60,-61.19230769230769,personal_space
538,0.0,1.0,-60,-61.2,personal_space
539,0.0,1.0,-59,-61.11538461538461,personal_space
540,0.0,1.0,-59,-61.07692307692308,personal_space
541,0.0,1.0,-60,-61.03703703703704,personal_space
542,0.0,1.0,-72,-61.48148148148148,personal_space
543,0.0,1.0,-60,-61.48148148148148,personal_space
544,0.0,1.0,-61,-61.65384615384615,personal_space
545,0.0,1.0,-59,-61.55555555555556,personal_space
546,0.0,1.0,-61,-61.333333333333336,personal_space
547,0.0,1.0,-66,-61.03703703703704,personal_space
548,0.0,1.0,-59,-61.0,personal_space
549,0.0,1.0,-73,-61.44444444444444,personal_space
550,0.0,1.0,-58,-61.541666666666664,personal_space
