coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,0.0,-28,-27.045454545454547,Personal
0.0,0.0,-28,-27.08695652173913,Personal
0.0,0.0,-28,-27.125,Personal
0.0,0.0,-28,-27.16,Personal
0.0,0.0,-28,-27.192307692307693,Personal
0.0,0.0,-28,-27.22222222222222,Personal
0.0,0.0,-28,-27.25,Personal
0.0,0.0,-28,-27.275862068965516,Personal
0.0,0.0,-28,-27.3,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-27,-27.5,Personal
0.0,0.0,-28,-27.666666666666668,Personal
0.0,0.0,-28,-27.75,Personal
0.0,0.0,-28,-27.8,Personal
0.0,0.0,-28,-27.833333333333332,Personal
0.0,0.0,-28,-27.857142857142858,Personal
0.0,0.0,-28,-27.875,Personal
