,coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
5235,0.0,0.0,-51,-49.24,Personal
5236,0.0,0.0,-51,-49.24,Personal
5237,0.0,0.0,-51,-49.24,Personal
5238,0.0,0.0,-52,-49.88235294117647,Personal
5239,0.0,0.0,-52,-49.88235294117647,Personal
5240,0.0,0.0,-52,-49.88235294117647,Personal
5241,0.0,0.0,-49,-49.61904761904762,Personal
5242,0.0,0.0,-49,-49.61904761904762,Personal
5243,0.0,0.0,-49,-49.61904761904762,Personal
5244,0.0,0.0,-48,-49.64102564102564,Personal
5245,0.0,0.0,-48,-49.64102564102564,Personal
5246,0.0,0.0,-48,-49.64102564102564,Personal
5247,0.0,0.0,-47,-49.24390243902439,Personal
5248,0.0,0.0,-47,-49.24390243902439,Personal
5249,0.0,0.0,-47,-49.24390243902439,Personal
5250,0.0,0.0,-53,-48.73809523809524,Personal
5251,0.0,0.0,-53,-48.73809523809524,Personal
5252,0.0,0.0,-53,-48.73809523809524,Personal
5253,0.0,0.0,-54,-49.44186046511628,Personal
5254,0.0,0.0,-54,-49.44186046511628,Personal
5255,0.0,0.0,-54,-49.44186046511628,Personal
5256,0.0,0.0,-51,-50.23809523809524,Personal
5257,0.0,0.0,-51,-50.23809523809524,Personal
5258,0.0,0.0,-51,-50.23809523809524,Personal
5259,0.0,0.0,-52,-51.18604651162791,Personal
5260,0.0,0.0,-52,-51.18604651162791,Personal
5261,0.0,0.0,-52,-51.18604651162791,Personal
5262,0.0,0.0,-52,-52.06976744186046,Personal
5263,0.0,0.0,-52,-52.06976744186046,Personal
5264,0.0,0.0,-52,-52.06976744186046,Personal
5265,0.0,0.0,-51,-52.25,Personal
5266,0.0,0.0,-51,-52.25,Personal
5267,0.0,0.0,-51,-52.25,Personal
5268,0.0,0.0,-51,-51.88095238095238,Personal
5269,0.0,0.0,-51,-51.88095238095238,Personal
5270,0.0,0.0,-51,-51.88095238095238,Personal
5271,0.0,0.0,-52,-51.714285714285715,Personal
5272,0.0,0.0,-52,-51.714285714285715,Personal
5273,0.0,0.0,-52,-51.714285714285715,Personal
5274,0.0,0.0,-52,-51.484848484848484,Personal
5275,0.0,0.0,-52,-51.484848484848484,Personal
5276,0.0,0.0,-52,-51.484848484848484,Personal
5277,0.0,0.0,-51,-51.42857142857143,Personal
5278,0.0,0.0,-51,-51.42857142857143,Personal
5279,0.0,0.0,-51,-51.42857142857143,Personal
5280,0.0,0.0,-53,-52.0,Personal
5281,0.0,0.0,-53,-52.0,Personal
5282,0.0,0.0,-53,-52.0,Personal
5283,0.0,0.0,-54,-52.10526315789474,Personal
5284,0.0,0.0,-54,-52.10526315789474,Personal
5285,0.0,0.0,-54,-52.10526315789474,Personal
5286,0.0,0.0,-54,-52.148148148148145,Personal
5287,0.0,0.0,-54,-52.148148148148145,Personal
5288,0.0,0.0,-54,-52.148148148148145,Personal
5289,0.0,0.0,-52,-52.25,Personal
5290,0.0,0.0,-52,-52.25,Personal
5291,0.0,0.0,-52,-52.25,Personal
5292,0.0,0.0,-52,-52.36842105263158,Personal
5293,0.0,0.0,-52,-52.36842105263158,Personal
5294,0.0,0.0,-52,-52.36842105263158,Personal
5295,0.0,0.0,-52,-52.45945945945946,Personal
5296,0.0,0.0,-52,-52.45945945945946,Personal
5297,0.0,0.0,-52,-52.45945945945946,Personal
5298,0.0,0.0,-52,-52.175,Personal
5299,0.0,0.0,-52,-52.175,Personal
5300,0.0,0.0,-52,-52.175,Personal
5301,0.0,0.0,-48,-51.425,Personal
5302,0.0,0.0,-48,-51.425,Personal
5303,0.0,0.0,-48,-51.425,Personal
5304,0.0,0.0,-47,-50.833333333333336,Personal
5305,0.0,0.0,-47,-50.833333333333336,Personal
5306,0.0,0.0,-47,-50.833333333333336,Personal
5307,0.0,0.0,-48,-49.729729729729726,Personal
5308,0.0,0.0,-48,-49.729729729729726,Personal
5309,0.0,0.0,-48,-49.729729729729726,Personal
5310,0.0,0.0,-48,-48.86486486486486,Personal
5311,0.0,0.0,-48,-48.86486486486486,Personal
5312,0.0,0.0,-48,-48.86486486486486,Personal
5313,0.0,0.0,-52,-49.54054054054054,Personal
5314,0.0,0.0,-52,-49.54054054054054,Personal
5315,0.0,0.0,-52,-49.54054054054054,Personal
5316,0.0,0.0,-54,-50.5,Personal
5317,0.0,0.0,-54,-50.5,Personal
5318,0.0,0.0,-54,-50.5,Personal
5319,0.0,0.0,-52,-51.35,Personal
5320,0.0,0.0,-52,-51.35,Personal
5321,0.0,0.0,-52,-51.35,Personal
5322,0.0,0.0,-52,-52.270270270270274,Personal
5323,0.0,0.0,-52,-52.270270270270274,Personal
5324,0.0,0.0,-52,-52.270270270270274,Personal
5325,0.0,0.0,-49,-49.375,Personal
5326,0.0,0.0,-49,-49.375,Personal
5327,0.0,0.0,-49,-49.375,Personal
5328,0.0,0.0,-49,-48.642857142857146,Personal
5329,0.0,0.0,-49,-48.642857142857146,Personal
5330,0.0,0.0,-49,-48.642857142857146,Personal
5331,0.0,0.0,-48,-48.43478260869565,Personal
5332,0.0,0.0,-48,-48.43478260869565,Personal
5333,0.0,0.0,-48,-48.43478260869565,Personal
5334,0.0,0.0,-49,-48.24242424242424,Personal
5335,0.0,0.0,-49,-48.24242424242424,Personal
5336,0.0,0.0,-49,-48.24242424242424,Personal
5337,0.0,0.0,-53,-49.05,Personal
5338,0.0,0.0,-53,-49.05,Personal
5339,0.0,0.0,-53,-49.05,Personal
5340,0.0,0.0,-55,-50.26829268292683,Personal
5341,0.0,0.0,-55,-50.26829268292683,Personal
5342,0.0,0.0,-55,-50.26829268292683,Personal
5343,0.0,0.0,-53,-51.41025641025641,Personal
5344,0.0,0.0,-53,-51.41025641025641,Personal
5345,0.0,0.0,-53,-51.41025641025641,Personal
5346,0.0,0.0,-53,-52.69444444444444,Personal
5347,0.0,0.0,-53,-52.69444444444444,Personal
5348,0.0,0.0,-53,-52.69444444444444,Personal
5349,0.0,0.0,-52,-53.351351351351354,Personal
5350,0.0,0.0,-52,-53.351351351351354,Personal
5351,0.0,0.0,-52,-53.351351351351354,Personal
5352,0.0,0.0,-52,-53.142857142857146,Personal
5353,0.0,0.0,-52,-53.142857142857146,Personal
5354,0.0,0.0,-52,-53.142857142857146,Personal
5355,0.0,0.0,-53,-52.82857142857143,Personal
5356,0.0,0.0,-53,-52.82857142857143,Personal
5357,0.0,0.0,-53,-52.82857142857143,Personal
5358,0.0,0.0,-48,-52.32432432432432,Personal
5359,0.0,0.0,-48,-52.32432432432432,Personal
5360,0.0,0.0,-48,-52.32432432432432,Personal
5361,0.0,0.0,-48,-51.4,Personal
5362,0.0,0.0,-48,-51.4,Personal
5363,0.0,0.0,-48,-51.4,Personal
5364,0.0,0.0,-48,-50.51282051282051,Personal
5365,0.0,0.0,-48,-50.51282051282051,Personal
5366,0.0,0.0,-48,-50.51282051282051,Personal
5367,0.0,0.0,-49,-49.77272727272727,Personal
5368,0.0,0.0,-49,-49.77272727272727,Personal
